date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:59:24	1108/1108	---M--	200	added ('OK')	image/png	etag:%22454-627d1fee18824%22	https://html.vecurosoft.com/luxrio/demo/assets/img/favicons/favicon-96x96.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/favicons/favicon-96x96.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:24	1108/1108	---M--	200	added ('OK')	image/png	etag:%22454-627d1fedfd2a5%22	https://html.vecurosoft.com/luxrio/demo/assets/img/favicons/favicon-16x16.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/favicons/favicon-16x16.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:24	575/575	---M--	200	added ('OK')	application/json	etag:%2223f-627d1fee30ec3%22	https://html.vecurosoft.com/luxrio/demo/assets/img/favicons/manifest.json	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/favicons/manifest.json	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:25	6489/6489	---M--	200	added ('OK')	image/png	etag:%221959-627d1fee49563%22	https://html.vecurosoft.com/luxrio/demo/assets/img/favicons/ms-icon-144x144.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/favicons/ms-icon-144x144.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:25	232803/232803	---M-Z	200	added ('OK')	text/css	etag:%2238d63-627d1fe1fceaa-gzip%22	https://html.vecurosoft.com/luxrio/demo/assets/css/bootstrap.min.css	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/css/bootstrap.min.css	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:26	5014/5014	---M-Z	200	added ('OK')	text/css	etag:%221396-627d1fe218429-gzip%22	https://html.vecurosoft.com/luxrio/demo/assets/css/magnific-popup.min.css	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/css/magnific-popup.min.css	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:26	512286/512286	---MCZ	200	added ('OK')	text/css	etag:%227d11e-627d1fe23a708-gzip%22	https://html.vecurosoft.com/luxrio/demo/assets/css/fontawesome.min.css	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/css/fontawesome.min.css	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:26	1180/1180	---M-Z	200	added ('OK')	text/css	etag:%2249c-627d1fe230ac8-gzip%22	https://html.vecurosoft.com/luxrio/demo/assets/css/slick.min.css	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/css/slick.min.css	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:26	71750/71750	---M-Z	200	added ('OK')	text/css	etag:%2211846-627d1fe1f038a-gzip%22	https://html.vecurosoft.com/luxrio/demo/assets/css/animate.min.css	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/css/animate.min.css	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:27	196121/196121	---M-Z	200	added ('OK')	text/css	etag:%222fe19-627d1fe25ba47-gzip%22	https://html.vecurosoft.com/luxrio/demo/assets/css/style.css	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/css/style.css	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:27	9315/9315	---M--	200	added ('OK')	image/svg+xml	etag:%222463-627d1fe675710%22	https://html.vecurosoft.com/luxrio/demo/assets/img/logo.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/logo.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:27	2061/2061	---M--	200	added ('OK')	image/png	etag:%2280d-627d1fe6708f0%22	https://html.vecurosoft.com/luxrio/demo/assets/img/logo.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/logo.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:27	115364/115364	---M-Z	200	added ('OK')	text/html	etag:%221c2a4-627d1fe0f34b0-gzip%22	https://html.vecurosoft.com/luxrio/demo/index-2.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/index-2.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:27	143278/143278	---M-Z	200	added ('OK')	text/html	etag:%2222fae-627d1fe103e4f-gzip%22	https://html.vecurosoft.com/luxrio/demo/index-3.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/index-3.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:28	41940/41940	---M-Z	200	added ('OK')	text/html	etag:%22a3d4-627d1fe058ff3-gzip%22	https://html.vecurosoft.com/luxrio/demo/about.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/about.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:28	37307/37307	---M-Z	200	added ('OK')	text/html	etag:%2291bb-627d1fe0dec90-gzip%22	https://html.vecurosoft.com/luxrio/demo/faq.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/faq.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:28	68652/68652	---M-Z	200	added ('OK')	text/html	etag:%2210c2c-627d1fe13c88e-gzip%22	https://html.vecurosoft.com/luxrio/demo/shop-sidebar.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/shop-sidebar.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:28	104862/104862	---M-Z	200	added ('OK')	text/html	etag:%221999e-627d1fe152fed-gzip%22	https://html.vecurosoft.com/luxrio/demo/shop.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/shop.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:28	196/196	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2013%20May%202025%2013:29:28%20GMT	https://html.vecurosoft.com/luxrio/demo/products-grid.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/products-grid.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:29	46542/46542	---M-Z	200	added ('OK')	text/html	etag:%22b5ce-627d1fe09f4f1-gzip%22	https://html.vecurosoft.com/luxrio/demo/blog.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/blog.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:29	50656/50656	---M-Z	200	added ('OK')	text/html	etag:%22c5e0-627d1fe08eb52-gzip%22	https://html.vecurosoft.com/luxrio/demo/blog-list.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/blog-list.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:29	49496/49496	---M-Z	200	added ('OK')	text/html	etag:%22c158-627d1fe07f152-gzip%22	https://html.vecurosoft.com/luxrio/demo/blog-details.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/blog-details.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:29	46450/46450	---M-Z	200	added ('OK')	text/html	etag:%22b572-627d1fe12edce-gzip%22	https://html.vecurosoft.com/luxrio/demo/shop-details.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/shop-details.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:30	37821/37821	---M-Z	200	added ('OK')	text/html	etag:%2293bd-627d1fe0b5c51-gzip%22	https://html.vecurosoft.com/luxrio/demo/cart.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/cart.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:30	42389/42389	---M-Z	200	added ('OK')	text/html	etag:%22a595-627d1fe0c2771-gzip%22	https://html.vecurosoft.com/luxrio/demo/checkout.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/checkout.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:30	32179/32179	---M-Z	200	added ('OK')	text/html	etag:%227db3-627d1fe058053-gzip%22	https://html.vecurosoft.com/luxrio/demo/404.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/404.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:30	35005/35005	---M-Z	200	added ('OK')	text/html	etag:%2288bd-627d1fe0d11d0-gzip%22	https://html.vecurosoft.com/luxrio/demo/contact.html	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/contact.html	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:30	10754/10754	---M--	200	added ('OK')	image/png	etag:%222a02-627d1ff3e9c23%22	https://html.vecurosoft.com/luxrio/demo/assets/img/popup/popup-bg.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/popup/popup-bg.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:31	57633/57633	---M--	200	added ('OK')	image/jpeg	etag:%22e121-627d1ff3eea42%22	https://html.vecurosoft.com/luxrio/demo/assets/img/popup/img-1-1.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/popup/img-1-1.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:31	48149/48149	---M--	200	added ('OK')	image/png	etag:%22bc15-627d1ff07bd56%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-outside-1-2.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-outside-1-2.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:31	48107/48107	---M--	200	added ('OK')	image/png	etag:%22bbeb-627d1ff079e16%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-outside-1-1.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-outside-1-1.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:32	109580/109580	---M--	200	added ('OK')	image/png	etag:%221ac0c-627d1ff09c0f6%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-1.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-1.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:32	7050/7050	---M--	200	added ('OK')	image/png	etag:%221b8a-627d1ff096336%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-2.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-2.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:32	21397/21397	---M--	200	added ('OK')	image/jpeg	etag:%225395-627d1ff0b0915%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-3.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-3.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:32	5454/5454	---M--	200	added ('OK')	image/png	etag:%22154e-627d1ff0b5735%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-4.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-1-4.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:32	9901/9901	---M--	200	added ('OK')	image/png	etag:%2226ad-627d1ff0d0cb4%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-2-2.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-2-2.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:33	73536/73536	---M--	200	added ('OK')	image/jpeg	etag:%2211f40-627d1ff0f00b4%22	https://html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-2-3.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/hero/hero-slide-1-2-3.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:33	613/613	---M--	200	added ('OK')	image/svg+xml	etag:%22265-627d1ffb31079%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-1-1.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-1-1.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:33	13068/13068	---M--	200	added ('OK')	image/svg+xml	etag:%22330c-627d1ffcd5ecf%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/title-shape-1.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/title-shape-1.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:34	514199/514199	---M--	200	added ('OK')	image/svg+xml	etag:%227d897-627d1ffb64c97%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-1-2.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-1-2.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:34	86920/86920	---M--	200	added ('OK')	image/jpeg	etag:%2215388-627d1ff6c8212%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-1.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-1.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:34	73309/73309	---M--	200	added ('OK')	image/jpeg	etag:%2211e5d-627d1ff6c62d2%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-2.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-2.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:35	79382/79382	---M--	200	added ('OK')	image/jpeg	etag:%2213616-627d1ff6e7611%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-3.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-3.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:35	64702/64702	---M--	200	added ('OK')	image/jpeg	etag:%22fcbe-627d1ff6ea4f1%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-4.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products/product-1-4.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:35	95401/95401	---M--	200	added ('OK')	image/svg+xml	etag:%22174a9-627d1fec3328f%22	https://html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-ele-1-1.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-ele-1-1.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:35	430557/430557	---M--	200	added ('OK')	image/png	etag:%22691dd-627d1fec48a4e%22	https://html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-bg-1-1.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-bg-1-1.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:35	993/993	---M--	200	added ('OK')	image/svg+xml	etag:%223e1-627d1ffae3e1a%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/cate-shape-1.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/cate-shape-1.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:36	6618/6618	---M--	200	added ('OK')	image/svg+xml	etag:%2219da-627d1ffce0aaf%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/title-shape-2.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/title-shape-2.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:36	177886/177886	---M--	200	added ('OK')	image/jpeg	etag:%222b6de-627d1fec8feed%22	https://html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-main-1-1.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-main-1-1.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:36	15492/15492	---M--	200	added ('OK')	image/jpeg	etag:%223c84-627d1febc5c91%22	https://html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-1-1.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-1-1.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:36	20112/20112	---M--	200	added ('OK')	image/jpeg	etag:%224e90-627d1febc5c91%22	https://html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-1-2.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-1-2.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:36	14780/14780	---M--	200	added ('OK')	image/jpeg	etag:%2239bc-627d1febdf2d1%22	https://html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-1-3.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/categories/cate-1-3.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:37	663/663	---M--	200	added ('OK')	image/svg+xml	etag:%22297-627d1ffbd2295%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-1.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-1.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:37	530/530	---M--	200	added ('OK')	image/svg+xml	etag:%22212-627d1ffc07df4%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-3.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-3.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:38	59994/59994	---M--	200	added ('OK')	image/svg+xml	etag:%22ea5a-627d1ffc271f3%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-4.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-4.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:38	514160/514160	---M--	200	added ('OK')	image/svg+xml	etag:%227d870-627d1ffc19733%22	https://html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-2.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/shapes/ele-p-1-2.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:38	267720/267720	---M--	200	added ('OK')	image/jpeg	etag:%22415c8-627d1ff7ced2c%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products2/product-img-1.jpg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products2/product-img-1.jpg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:38	1176/1176	---M--	200	added ('OK')	image/svg+xml	etag:%22498-627d1ff7962ed%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products2/product-ele-1.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products2/product-ele-1.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:38	267/267	---M--	200	added ('OK')	image/svg+xml	etag:%2210b-627d1ff7a8bcd%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products2/product-ele-2.svg	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products2/product-ele-2.svg	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:39	42413/42413	---M--	200	added ('OK')	image/png	etag:%22a5ad-627d1ff75b96f%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products2/product-1-1.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products2/product-1-1.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
18:59:39	38404/38404	---M--	200	added ('OK')	image/png	etag:%229604-627d1ff75a9cf%22	https://html.vecurosoft.com/luxrio/demo/assets/img/products2/product-1-2.png	C:/Users/User/OneDrive/Desktop/Projects%20Web/EVERAURA/everaura/html.vecurosoft.com/luxrio/demo/assets/img/products2/product-1-2.png	(from https://html.vecurosoft.com/luxrio/demo/index.html)
